date,EPU,GPR,USD,BP500,production,consumption,OECD,naturegas, Coal,Google_Trends,VIX,Brent
2024/4/8,182.3702903,126.33,104.128,5202.39,2743.75,3.39,4030.693505,1.73,128.2,126,15.19,90.38
2024/4/9,182.8681611,171.76,104.101,5209.91,2743.75,3.39,4033.30207,1.83,127.75,127,14.98,89.42
2024/4/10,183.3830662,208.52,105.188,5160.64,2743.75,3.39,4035.793085,1.9,128,130,15.8,90.48
2024/4/11,183.9150054,123.34,105.277,5199.06,2743.75,3.39,4038.166552,1.62,128.75,132,14.91,89.74
2024/4/12,184.4639789,161.33,106.017,5123.41,2743.75,3.39,4040.42247,1.36,129.25,135,17.31,90.45
2024/4/15,185.0299867,230.79,106.206,5061.82,2743.75,3.39,4042.56084,1.41,129.75,144,19.23,90.1
2024/4/16,185.6130286,340.54,106.37,5051.41,2743.75,3.39,4044.581661,1.38,129.25,147,18.4,90.02
2024/4/17,186.2131049,227.5,105.939,5022.21,2743.75,3.39,4046.484933,1.5,129.6,148,18.21,87.29
2024/4/18,186.8302153,149.44,106.162,5011.12,2743.75,3.39,4048.270657,1.59,129.6,148,18,87.11
2024/4/19,187.46436,208.12,106.116,4967.23,2743.75,3.39,4049.938832,1.43,130.6,148,18.71,87.29
2024/4/22,188.1155389,162.91,106.139,5010.6,2743.75,3.39,4051.489459,1.64,129.5,142,16.94,87
2024/4/23,188.783752,148.32,105.688,5070.55,2743.75,3.39,4052.922537,1.59,129.75,140,15.69,88.42
2024/4/24,189.4689993,139.23,105.814,5071.63,2743.75,3.39,4054.238066,1.6,129,139,15.97,88.02
2024/4/25,190.1712809,172.4,105.577,5048.42,2743.75,3.39,4055.436047,1.46,129.25,138,15.37,89.01
2024/4/26,190.8905968,150.83,106.083,5099.96,2743.75,3.39,4056.516479,1.4,129.75,137,15.03,89.5
2024/4/29,191.6269468,191.11,105.648,5116.17,2743.75,3.39,4057.479362,1.55,137.4,136,14.67,88.4
2024/4/30,192.3803311,167.8,106.294,5035.69,2743.75,3.39,4058.324697,1.68,142.25,135,15.65,87.86
2024/5/1,195.4994343,130.76,105.671,5018.39,2632.26,3.28,4051.641109,1.63,147,134,15.39,83.44
2024/5/2,196.2683204,137.77,105.405,5064.2,2632.26,3.28,4052.309934,1.66,147.75,133,14.68,83.67
2024/5/3,197.0263907,110.42,105.059,5127.79,2632.26,3.28,4052.949093,1.67,145.15,132,13.49,82.96
2024/5/6,197.7736452,93.62,105.095,5180.74,2632.26,3.28,4053.558586,1.88,145.3,133,13.49,83.33
2024/5/7,198.5100839,176.27,105.353,5187.7,2632.26,3.28,4054.138411,1.95,146.4,132,13.23,83.16
2024/5/8,199.2357068,163.58,105.513,5187.67,2632.26,3.28,4054.68857,2.01,145.25,130,13,83.58
2024/5/9,199.950514,145.4,105.234,5214.08,2632.26,3.28,4055.209062,2.03,144.95,128,12.69,83.88
2024/5/10,200.6545054,185.28,105.327,5222.68,2632.26,3.28,4055.699888,2.14,144.4,126,12.55,82.79
2024/5/13,201.347681,177.11,105.217,5221.42,2632.26,3.28,4056.161046,2.11,142.1,120,13.6,83.36
2024/5/14,202.0300408,154.67,105.017,5246.68,2632.26,3.28,4056.592538,2.14,142.65,118,13.42,82.38
2024/5/15,202.7015848,129.21,104.311,5308.15,2632.26,3.28,4056.994364,2.12,143,116,12.45,82.75
2024/5/16,203.362313,124.9,104.505,5297.1,2632.26,3.28,4057.366522,2.32,143.5,114,12.42,83.27
2024/5/17,204.0122255,181.66,104.497,5303.27,2632.26,3.28,4057.709014,2.44,141.5,112,11.99,83.98
2024/5/20,204.6513222,135.08,104.604,5308.13,2632.26,3.28,4058.02184,2.52,141,113,12.15,83.71
2024/5/21,205.2796031,165.28,104.627,5321.41,2632.26,3.28,4058.304998,2.52,142.05,111,11.86,82.88
2024/5/22,205.8970682,140.05,104.921,5307.01,2632.26,3.28,4058.55849,2.51,142.4,109,12.29,81.9
2024/5/23,206.5037175,101.83,105.028,5267.84,2632.26,3.28,4058.782315,2.64,142.75,107,12.77,81.36
2024/5/24,207.099551,116.64,104.748,5304.72,2632.26,3.28,4058.976474,2.22,142.8,105,11.93,82.12
2024/5/27,207.6845688,145.43,104.601,5305.38,2632.26,3.28,4059.140965,2.255,142.8,98,12.36,83.1
2024/5/28,208.2587708,143.46,104.605,5306.04,2632.26,3.28,4059.27579,2.29,142.4,97,12.92,84.22
2024/5/29,208.822157,135.44,105.107,5266.95,2632.26,3.28,4059.380949,2.2,142.4,96,14.28,83.6
2024/5/30,209.3747274,93.58,104.733,5235.48,2632.26,3.28,4059.45644,1.87,142.4,96,14.47,81.86
2024/5/31,209.916482,156.5,104.653,5277.51,2632.26,3.28,4059.502265,1.78,142.4,98,12.92,81.62
2024/6/3,208.2197209,111.11,104.077,5283.4,2709.6,3.44,4060.28147,2.55,140.2,105,13.11,78.36
2024/6/4,208.7984676,104.09,104.157,5291.34,2709.6,3.44,4060.247881,2.58,137.95,107,13.16,77.52
2024/6/5,209.3957104,119.32,104.299,5354.03,2709.6,3.44,4060.174586,2.27,136,108,12.63,78.41
2024/6/6,210.0114493,115.91,104.111,5352.96,2709.6,3.44,4060.061584,2.3,134.35,110,12.58,79.87
2024/6/7,210.6456842,122.69,104.934,5346.99,2709.6,3.44,4059.908875,2.46,131.45,110,12.22,79.62
2024/6/10,211.2984152,107.29,105.119,5360.79,2709.6,3.44,4059.716459,2.61,131.85,112,12.74,81.63
2024/6/11,211.9696422,121.79,105.26,5375.32,2709.6,3.44,4059.484337,2.71,131.25,112,12.85,81.92
2024/6/12,212.6593653,117.68,104.67,5421.03,2709.6,3.44,4059.212507,2.8,132.95,112,12.04,82.6
2024/6/13,213.3675844,133.72,105.212,5433.74,2709.6,3.44,4058.900971,2.79,134.7,111,11.94,82.75
2024/6/14,214.0942996,90.29,105.574,5431.6,2709.6,3.44,4058.549729,2.74,133.15,109,12.66,82.62
2024/6/17,214.8395109,120.95,105.355,5473.23,2709.6,3.44,4058.158779,2.5,133.9,105,12.75,84.25
2024/6/18,215.6032182,142.94,105.263,5487.03,2709.6,3.44,4057.728123,2.43,133.9,103,12.3,85.33
2024/6/19,216.3854216,114.89,105.23,5480.1,2709.6,3.44,4057.25776,2.41,134.1,101,12.48,85.07
2024/6/20,217.186121,177.01,105.651,5473.17,2709.6,3.44,4056.74769,2.39,133.9,99,13.28,85.71
2024/6/21,218.0053165,128.53,105.837,5464.62,2709.6,3.44,4056.197913,2.44,132.05,97,13.2,85.24
2024/6/24,218.843008,212.61,105.493,5447.87,2709.6,3.44,4055.608429,2.58,132.95,94,13.33,86.01
2024/6/25,219.6991956,109.99,105.634,5469.3,2709.6,3.44,4054.979239,2.61,134.1,92,12.84,85.01
2024/6/26,220.5738793,128.58,106.055,5477.9,2709.6,3.44,4054.310342,2.45,132,91,12.55,85.25
2024/6/27,221.467059,120.68,105.911,5482.87,2709.6,3.44,4053.601738,2.55,132.75,90,12.24,86.39
2024/6/28,222.3787348,121.66,105.838,5460.48,2709.6,3.44,4052.853428,2.42,133.45,89,12.44,86.41
2024/7/1,229.446477,71.73,105.824,5475.09,2634.87,3.31,4042.622179,2.21,132.1,87,12.22,86.6
2024/7/2,230.3951449,79.6,105.706,5509.01,2634.87,3.31,4041.794455,2.06,132.25,87,12.03,86.24
2024/7/3,231.2826001,108.02,105.344,5537.02,2634.87,3.31,4041.049664,2.02,135,87,12.09,87.34
2024/7/4,232.1088427,90.47,105.134,5552.105,2634.87,3.31,4040.387805,2.02,136.5,89,12.26,87.43
2024/7/5,232.8738727,73.24,104.886,5567.19,2634.87,3.31,4039.808878,2.02,135.75,90,12.48,86.54
2024/7/8,233.57769,89.18,105.009,5572.85,2634.87,3.31,4039.312885,2.1,135.05,97,12.37,85.75
2024/7/9,234.2202946,90.05,105.122,5576.98,2634.87,3.31,4038.899823,2.42,135.25,99,12.51,84.66
2024/7/10,234.8016866,124.67,104.998,5633.91,2634.87,3.31,4038.569695,2.4,133.75,100,12.85,85.08
2024/7/11,235.321866,122.26,104.47,5584.54,2634.87,3.31,4038.322499,2.23,133.75,100,12.92,85.4
2024/7/12,235.7808327,81.19,104.104,5615.35,2634.87,3.31,4038.158235,2.17,133.85,100,12.46,85.03
2024/7/15,236.1785868,67.88,104.259,5631.22,2634.87,3.31,4038.076904,2.12,134.95,96,13.12,84.85
2024/7/16,236.5151282,68.49,104.233,5667.2,2634.87,3.31,4038.078506,2.1,134.4,95,13.19,83.73
2024/7/17,236.7904569,105.65,103.737,5588.27,2634.87,3.31,4038.16304,1.98,134.75,95,14.48,85.08
2024/7/18,237.004573,133.52,104.168,5544.59,2634.87,3.31,4038.330507,2,135,95,15.93,85.11
2024/7/19,237.1574765,143.77,104.37,5505,2634.87,3.31,4038.580907,1.88,135.1,94,16.52,82.63
2024/7/22,237.2491673,123.19,104.296,5564.41,2634.87,3.31,4038.914239,2.19,135,95,14.91,82.4
2024/7/23,237.2796455,36.47,104.44,5555.74,2634.87,3.31,4039.330504,2.13,134.7,95,14.72,81.01
2024/7/24,237.248911,78.87,104.333,5427.13,2634.87,3.31,4039.829701,2,134.75,95,18.04,81.71
2024/7/25,237.1569639,91.54,104.4,5399.22,2634.87,3.31,4040.411831,2,134.75,95,18.46,82.37
2024/7/26,237.0038041,96.1,104.332,5459.1,2634.87,3.31,4041.076893,1.98,134.8,95,16.39,81.13
2024/7/29,236.7894317,124.38,104.563,5463.54,2634.87,3.31,4041.824888,1.9,140.1,95,16.6,79.78
2024/7/30,236.5138466,107.07,104.481,5436.44,2634.87,3.31,4042.655816,1.81,139.25,95,17.69,78.63
2024/7/31,236.1770489,112.86,104.035,5522.3,2634.87,3.31,4043.569676,1.94,140.1,95,16.36,80.72
2024/8/1,229.4999303,133.2,104.332,5446.68,2639,3.31,4060.925579,1.95,142.55,95,18.59,79.52
2024/8/2,229.1403756,191.22,103.221,5346.56,2639,3.31,4061.745636,1.89,144.1,95,23.39,76.81
2024/8/5,228.7943596,187.38,102.721,5186.33,2639,3.31,4062.453874,1.83,143.7,94,38.57,76.3
2024/8/6,228.4618823,131.5,102.934,5240.03,2639,3.31,4063.050294,1.83,145.5,94,27.71,76.48
2024/8/7,228.1429436,173.04,103.182,5199.5,2639,3.31,4063.534894,1.96,145,94,27.85,78.33
2024/8/8,227.8375435,168.75,103.224,5319.31,2639,3.31,4063.907676,1.85,145.5,94,23.79,79.16
2024/8/9,227.545682,151.34,103.161,5344.16,2639,3.31,4064.16864,1.94,146,94,20.37,79.66
2024/8/12,227.2673593,118.78,103.127,5344.39,2639,3.31,4064.317784,2.1,146.75,93,20.71,82.3
2024/8/13,227.0025751,151.6,102.633,5434.43,2639,3.31,4064.35511,2.16,146.9,94,18.12,80.69
2024/8/14,226.7513296,175.77,102.6,5455.21,2639,3.31,4064.280617,2.18,145.75,94,16.19,79.76
2024/8/15,226.5136227,133.26,103.063,5543.22,2639,3.31,4064.094306,2.19,150,94,15.23,81.04
2024/8/16,226.2894545,118.73,102.402,5554.25,2639,3.31,4063.796175,2.01,146.75,95,14.8,79.68
2024/8/19,226.0788249,136.82,101.883,5608.25,2639,3.31,4063.386226,2.12,146.5,95,14.65,77.66
2024/8/20,225.8817339,151.47,101.364,5597.12,2639,3.31,4062.864459,2.18,146,96,15.88,77.2
2024/8/21,225.6981816,140.69,101.172,5620.85,2639,3.31,4062.230872,2.14,145.9,98,16.27,76.05
2024/8/22,225.528168,184.37,101.511,5570.64,2639,3.31,4061.485467,1.93,146.75,99,17.55,77.22
2024/8/23,225.3716929,144.02,100.679,5634.61,2639,3.31,4060.628243,1.82,145.2,101,15.86,79.02
2024/8/26,225.2287565,176.46,100.88,5616.84,2639,3.31,4059.6592,2.13,145.7,104,16.15,81.43
2024/8/27,225.0993588,174.35,100.563,5625.8,2639,3.31,4058.578339,1.91,146,106,15.43,79.55
2024/8/28,224.9834997,156.19,101.051,5592.18,2639,3.31,4057.385659,1.89,145,108,17.11,78.65
2024/8/29,224.8811792,132.5,101.38,5591.96,2639,3.31,4056.08116,1.85,145,110,15.65,79.94
2024/8/30,224.7923974,166.55,101.727,5648.4,2639,3.31,4054.664842,1.93,146.2,113,15,78.8
