date,EPU,GPR,USD,BP500,production,consumption,OECD,naturegas, Coal,Google_Trends,VIX,Brent
2023/5/9,228.6776879,116.35,101.632,4119.17,2619.99,3.26,4014.29296,2.22,169,124,17.71,77.44
2023/5/10,228.5859688,118.52,101.434,4137.64,2619.99,3.26,4013.635203,2.12,166.95,122,16.94,76.41
2023/5/11,228.5038508,137.28,102.064,4130.62,2619.99,3.26,4012.942301,2.07,163,120,16.93,74.98
2023/5/12,228.4313337,146.22,102.701,4124.08,2619.99,3.26,4012.214253,1.98,164.9,118,17.03,74.17
2023/5/15,228.3684175,135.87,102.434,4136.28,2619.99,3.26,4011.45106,2.25,163.75,116,17.12,75.23
2023/5/16,228.3151024,137.53,102.619,4109.9,2619.99,3.26,4010.65272,2.28,163.8,114,17.99,74.91
2023/5/17,228.2713883,89.38,102.854,4158.77,2619.99,3.26,4009.819235,2.25,165.25,113,16.87,76.96
2023/5/18,228.2372751,125.22,103.548,4198.05,2619.99,3.26,4008.950605,2.3,159.35,112,16.05,75.86
2023/5/19,228.2127629,160.85,103.204,4191.98,2619.99,3.26,4008.046828,2.37,162.25,111,16.81,75.58
2023/5/22,228.1978517,78.25,103.241,4192.63,2619.99,3.26,4007.107906,2.3,160.35,111,17.21,75.99
2023/5/23,228.1925415,183.69,103.512,4145.58,2619.99,3.26,4006.133838,2.22,160,110,18.53,76.84
2023/5/24,228.1968323,115.22,103.894,4115.24,2619.99,3.26,4005.124625,2.25,160.25,109,20.03,78.36
2023/5/25,228.2107241,106.29,104.206,4151.28,2619.99,3.26,4004.080266,2.23,160,108,19.14,76.26
2023/5/26,228.2342169,61.34,104.232,4205.45,2619.99,3.26,4003.000761,1.88,160,106,17.95,76.95
2023/5/29,228.2673106,44.97,104.269,4205.485,2619.99,3.26,4001.88611,1.995,140.65,101,17.46,77.07
2023/5/30,228.3100053,111.29,104.052,4205.52,2619.99,3.26,4000.736314,2.11,135.1,100,17.46,73.54
2023/5/31,228.3623011,219.58,104.228,4179.83,2619.99,3.26,3999.551372,2.1,135,100,17.94,72.66
2023/6/1,230.0628481,182.4,103.574,4221.02,2732.06,3.41,3986.035964,1.77,130.15,101,15.65,74.28
2023/6/2,230.1083354,129.57,104.055,4282.37,2732.06,3.41,3984.975894,1.74,131,103,14.6,76.13
2023/6/5,230.143916,107.09,104.007,4273.79,2732.06,3.41,3984.027052,1.92,137.75,112,14.73,76.71
2023/6/6,230.1695899,133.47,104.138,4283.85,2732.06,3.41,3983.189436,1.95,134.45,113,13.96,76.29
2023/6/7,230.185357,142.29,104.118,4267.52,2732.06,3.41,3982.463048,2.13,136,115,13.94,76.95
2023/6/8,230.1912173,78.74,103.32,4293.93,2732.06,3.41,3981.847887,2.1,136.25,115,13.65,75.96
2023/6/9,230.1871709,96.33,103.546,4298.86,2732.06,3.41,3981.343953,1.85,135.7,115,13.83,74.79
2023/6/12,230.1732178,65.73,103.625,4338.93,2732.06,3.41,3980.951247,1.9,134,113,15.01,71.84
2023/6/13,230.1493578,77.17,103.307,4369.01,2732.06,3.41,3980.669767,2,132.25,112,14.61,74.29
2023/6/14,230.1155912,72.13,103.007,4372.59,2732.06,3.41,3980.499515,2.05,132,110,13.88,73.2
2023/6/15,230.0719177,158.32,102.164,4425.84,2732.06,3.41,3980.44049,2.18,135.95,109,14.5,75.67
2023/6/16,230.0183375,111.43,102.302,4409.59,2732.06,3.41,3980.492692,2.13,128.45,107,13.54,76.61
2023/6/19,229.9548506,107.78,102.48,4399.15,2732.06,3.41,3980.656121,2.255,128.35,103,14.19,76.09
2023/6/20,229.8814569,142.78,102.525,4388.71,2732.06,3.41,3980.930777,2.38,126.55,102,13.88,75.9
2023/6/21,229.7981564,127.87,102.096,4365.69,2732.06,3.41,3981.316661,2.24,124.15,100,13.2,77.12
2023/6/22,229.7049492,154.5,102.408,4381.89,2732.06,3.41,3981.813771,2.27,125.75,98,12.91,74.14
2023/6/23,229.6018352,46.41,102.86,4348.33,2732.06,3.41,3982.422109,2.22,125.5,97,13.44,73.85
2023/6/26,229.4888145,169.51,102.759,4328.82,2732.06,3.41,3983.141674,2.62,125.5,95,14.25,74.18
2023/6/27,229.365887,118.31,102.5,4378.41,2732.06,3.41,3983.972466,2.68,127.9,94,13.74,72.26
2023/6/28,229.2330528,82.54,102.968,4376.86,2732.06,3.41,3984.914485,2.71,127.9,94,13.43,74.03
2023/6/29,229.0903118,120.9,103.352,4396.44,2732.06,3.41,3985.967732,2.4,127.9,93,13.54,74.34
2023/6/30,228.937664,102.67,102.924,4450.38,2732.06,3.41,3987.132205,2.48,128.05,93,13.59,74.9
2023/7/3,229.9057005,45.38,102.988,4455.59,2619.15,3.26,4000.316495,2.48,148.05,93,13.57,74.65
2023/7/4,229.7135768,109.93,103.096,4451.205,2619.15,3.26,4001.496317,2.565,143.15,93,13.7,76.25
2023/7/5,229.4967995,89.85,103.337,4446.82,2619.15,3.26,4002.632037,2.65,144.8,94,14.18,76.65
2023/7/6,229.2553685,172.66,103.116,4411.59,2619.15,3.26,4003.723655,2.5,139.65,95,15.44,76.52
2023/7/7,228.989284,120.56,102.274,4398.95,2619.15,3.26,4004.77117,2.49,138,96,14.83,78.47
2023/7/10,228.698546,138.3,101.971,4409.53,2619.15,3.26,4005.774583,2.55,133.7,99,15.07,77.69
2023/7/11,228.3831543,141.35,101.667,4439.26,2619.15,3.26,4006.733893,2.57,131,100,14.84,79.4
2023/7/12,228.043109,203.19,100.59,4472.16,2619.15,3.26,4007.649102,2.55,129.05,101,13.54,80.11
2023/7/13,227.6784101,80.51,99.762,4510.04,2619.15,3.26,4008.520208,2.5,128,102,13.61,81.36
2023/7/14,227.2890576,151.37,99.959,4505.42,2619.15,3.26,4009.347212,2.5,131.65,102,13.34,79.87
2023/7/17,226.8750516,110.85,99.897,4522.79,2619.15,3.26,4010.130114,2.46,131.1,102,13.48,78.5
2023/7/18,226.4363919,151.43,99.947,4554.98,2619.15,3.26,4010.868913,2.52,134.35,101,13.3,79.63
2023/7/19,225.9730787,188.83,100.281,4565.72,2619.15,3.26,4011.56361,2.51,132,101,13.76,79.46
2023/7/20,225.4851118,127.64,100.799,4534.87,2619.15,3.26,4012.214205,2.61,132,101,13.99,79.64
2023/7/21,224.9724914,112.39,101.091,4536.34,2619.15,3.26,4012.820697,2.61,133,100,13.6,81.07
2023/7/24,224.4352173,143.43,101.389,4554.64,2619.15,3.26,4013.383088,2.68,133.1,97,13.91,82.74
2023/7/25,223.8732897,61.72,101.261,4567.46,2619.15,3.26,4013.901376,2.66,134,96,13.86,83.64
2023/7/26,223.2867085,84.08,101.013,4566.75,2619.15,3.26,4014.375561,2.6,134,97,13.19,82.92
2023/7/27,222.6754736,132.5,101.751,4537.41,2619.15,3.26,4014.805645,2.47,134,97,14.41,84.24
2023/7/28,222.0395852,130.33,101.702,4582.23,2619.15,3.26,4015.191626,2.53,134.45,98,13.33,84.99
2023/7/31,221.3790432,154.4,101.87,4588.96,2619.15,3.26,4015.533505,2.58,137.3,104,13.63,85.56
2023/8/1,210.5106442,116.91,101.94,4576.73,2608.28,3.28,4012.688377,2.49,134.35,105,13.93,84.91
2023/8/2,209.8428743,132.76,102.642,4513.39,2608.28,3.28,4012.955039,2.43,133.5,105,16.09,83.2
2023/8/3,209.2766889,88.73,102.478,4501.89,2608.28,3.28,4013.21656,2.44,136.85,106,15.92,85.14
2023/8/4,208.812088,119.37,102,4478.03,2608.28,3.28,4013.47294,2.53,137,105,17.1,86.24
2023/8/7,208.4490716,117.57,102.078,4518.44,2608.28,3.28,4013.72418,2.65,141.1,102,15.77,85.34
2023/8/8,208.1876396,108.3,102.55,4499.38,2608.28,3.28,4013.970279,2.77,142.5,102,15.99,86.17
2023/8/9,208.027792,105.72,102.486,4467.71,2608.28,3.28,4014.211237,2.92,142.5,101,15.96,87.55
2023/8/10,207.969529,131.01,102.607,4468.83,2608.28,3.28,4014.447055,2.83,143,100,15.85,86.4
2023/8/11,208.0128504,142.36,102.867,4464.05,2608.28,3.28,4014.677732,2.61,144,100,14.84,86.81
2023/8/14,208.1577563,114.97,103.171,4489.72,2608.28,3.28,4014.903269,2.74,146.5,99,14.82,86.21
2023/8/15,208.4042466,114.64,103.208,4437.86,2608.28,3.28,4015.123665,2.65,147.15,98,16.46,84.89
2023/8/16,208.7523214,100.02,103.422,4404.33,2608.28,3.28,4015.33892,2.55,147.5,98,16.78,83.45
2023/8/17,209.2019806,116.03,103.45,4370.36,2608.28,3.28,4015.549035,2.56,147,98,17.89,84.12
2023/8/18,209.7532244,77.42,103.444,4369.71,2608.28,3.28,4015.754009,2.44,149.5,98,17.3,84.8
2023/8/21,210.4060526,97.22,103.321,4399.77,2608.28,3.28,4015.953842,2.6,149.25,97,17.13,84.46
2023/8/22,211.1604652,81.1,103.607,4387.55,2608.28,3.28,4016.148535,2.58,150,97,16.97,84.03
2023/8/23,212.0164623,126.71,103.383,4436.01,2608.28,3.28,4016.338087,2.6,150,98,15.98,83.21
2023/8/24,212.9740439,61.57,103.948,4376.31,2608.28,3.28,4016.522498,2.42,149,98,17.2,83.36
2023/8/25,214.03321,40.26,104.198,4405.71,2608.28,3.28,4016.701769,2.46,149.4,99,15.68,84.48
2023/8/28,215.1939605,75.44,103.997,4433.31,2608.28,3.28,4016.875899,2.6,159.75,100,15.08,84.42
2023/8/29,216.4562955,115.63,103.48,4497.63,2608.28,3.28,4017.044889,2.5,159.5,102,14.45,85.49
2023/8/30,217.8202149,163.3,103.158,4514.87,2608.28,3.28,4017.208738,2.48,156,104,13.88,85.86
2023/8/31,219.2857188,117.42,103.642,4507.66,2608.28,3.28,4017.367446,2.56,156,106,13.57,86.86
2023/9/1,237.4677276,73.49,104.284,4515.77,2725.53,3.4,4023.932064,2.7,156.25,109,13.09,88.55
2023/9/4,238.7902563,100.62,104.116,4506.3,2725.53,3.4,4023.946927,2.65,156.55,113,13.82,89
2023/9/5,240.0066829,121.79,104.781,4496.83,2725.53,3.4,4023.876512,2.6,160.5,116,14.01,90.04
2023/9/6,241.1170075,76.63,104.866,4465.48,2725.53,3.4,4023.720818,2.49,160,119,14.45,90.6
2023/9/7,242.12123,80.34,105.049,4451.14,2725.53,3.4,4023.479845,2.45,157.65,122,14.4,89.92
2023/9/8,243.0193505,80.14,105.059,4457.49,2725.53,3.4,4023.153593,2.53,156.25,125,13.84,90.65
2023/9/11,243.811369,93.5,104.517,4487.46,2725.53,3.4,4022.742063,2.5,158,129,13.8,90.64
2023/9/12,244.4972854,164.97,104.543,4461.9,2725.53,3.4,4022.245254,2.72,159,132,14.23,92.06
2023/9/13,245.0770998,134.78,104.761,4467.44,2725.53,3.4,4021.663166,2.76,162.25,133,13.48,91.88
2023/9/14,245.5508121,119.94,105.334,4505.1,2725.53,3.4,4020.995799,2.81,160.15,135,12.82,93.7
2023/9/15,245.9184224,106.68,105.32,4450.32,2725.53,3.4,4020.243154,2.74,160.5,136,13.79,93.93
2023/9/18,246.1799306,114.69,105.075,4453.53,2725.53,3.4,4019.40523,2.54,160.75,133,14,94.43
2023/9/19,246.3353368,207.42,105.145,4443.95,2725.53,3.4,4018.482027,2.46,160.75,134,14.11,94.34
2023/9/20,246.384641,190.11,105.324,4402.2,2725.53,3.4,4017.473545,2.78,160.75,135,15.14,93.53
2023/9/21,246.3278431,162.91,105.391,4330,2725.53,3.4,4016.379785,2.7,160.5,136,17.54,93.3
2023/9/22,246.1649432,131.63,105.611,4320.06,2725.53,3.4,4015.200746,2.63,160,137,17.2,93.27
2023/9/25,245.8959413,109.96,105.958,4337.44,2725.53,3.4,4013.936428,2.63,160,140,16.9,93.29
2023/9/26,245.5208373,81.25,106.18,4273.53,2725.53,3.4,4012.586831,2.55,160.35,141,18.94,93.96
2023/9/27,245.0396312,101.47,106.666,4274.51,2725.53,3.4,4011.151955,2.72,160.35,142,18.22,96.55
2023/9/28,244.4523232,64.38,106.14,4299.7,2725.53,3.4,4009.631801,2.74,159.75,143,17.34,95.38
2023/9/29,243.758913,86.41,106.186,4288.05,2725.53,3.4,4008.026368,2.68,160.1,143,17.52,95.31
2023/10/2,228.4960731,63.46,107.018,4288.39,2645.46,3.25,3994.49752,2.7,154.5,141,17.61,90.71
2023/10/3,227.7156826,107.05,107.092,4229.45,2645.46,3.25,3992.824024,2.71,149.65,141,19.78,90.92
2023/10/4,227.0170254,61.24,106.78,4263.75,2645.46,3.25,3991.218992,2.92,144.65,142,18.58,85.81
2023/10/5,226.4001015,54.3,106.345,4258.19,2645.46,3.25,3989.682422,2.92,139,143,18.49,84.07
2023/10/6,225.8649111,161.31,106.128,4308.5,2645.46,3.25,3988.214316,3.3,138.5,144,17.45,84.58
2023/10/9,225.4114541,227.07,106.077,4335.66,2645.46,3.25,3986.814673,3.32,141.35,149,17.7,88.15
2023/10/10,225.0397304,259.08,105.77,4358.24,2645.46,3.25,3985.483494,3.34,141.9,150,17.03,87.65
2023/10/11,224.7497401,265.93,105.716,4376.95,2645.46,3.25,3984.220778,3.19,140.5,150,16.09,85.82
2023/10/12,224.5414832,218.01,106.564,4349.61,2645.46,3.25,3983.026525,3.16,142.65,149,16.69,86
2023/10/13,224.4149597,287.31,106.701,4327.78,2645.46,3.25,3981.900735,3.11,143.85,148,19.32,90.89
2023/10/16,224.3701696,290.34,106.223,4373.63,2645.46,3.25,3980.843408,2.98,143.75,143,17.21,89.65
2023/10/17,224.4071128,274.52,106.202,4373.2,2645.46,3.25,3979.854545,2.94,142.25,142,17.88,89.9
2023/10/18,224.5257895,333.01,106.548,4314.6,2645.46,3.25,3978.934145,2.92,140,140,19.22,91.5
2023/10/19,224.7261995,338.85,106.228,4278,2645.46,3.25,3978.082208,2.84,136.5,138,21.4,92.38
2023/10/20,225.0083429,298.63,106.152,4224.16,2645.46,3.25,3977.298735,2.6,138,137,21.71,92.16
2023/10/23,225.3722197,312.77,105.601,4217.04,2645.46,3.25,3976.583725,2.65,138.35,135,20.37,89.83
2023/10/24,225.8178299,250.01,106.251,4247.68,2645.46,3.25,3975.937178,2.85,136.5,134,18.97,88.07
2023/10/25,226.3451735,208.09,106.544,4186.77,2645.46,3.25,3975.359094,2.86,133.5,133,20.19,90.13
2023/10/26,226.9542504,168.44,106.623,4137.23,2645.46,3.25,3974.849474,2.87,135.7,132,20.68,87.93
2023/10/27,227.6450607,251.86,106.579,4117.37,2645.46,3.25,3974.408317,3.24,135.2,131,21.27,90.48
2023/10/30,228.4176044,205.43,106.136,4166.82,2645.46,3.25,3974.035623,3.17,131,130,19.75,87.45
2023/10/31,229.2718815,172.08,106.712,4193.8,2645.46,3.25,3973.731392,3.34,121.1,130,18.14,87.41
2023/11/1,238.6727851,251.73,106.668,4237.86,2759.13,3.38,3979.751705,3.19,119.65,130,16.87,84.63
2023/11/2,239.585375,219.58,106.147,4317.78,2759.13,3.38,3979.506686,3.12,120,130,15.66,86.85
2023/11/3,240.4745444,174.92,105.066,4358.34,2759.13,3.38,3979.252414,3,122.5,130,14.91,84.89
2023/11/6,241.3402932,182.9,105.284,4365.98,2759.13,3.38,3978.988891,2.71,119,134,14.89,85.18
2023/11/7,242.1826214,140.21,105.512,4378.38,2759.13,3.38,3978.716116,2,120.1,134,14.81,81.61
2023/11/8,243.001529,132.5,105.532,4382.78,2759.13,3.38,3978.434088,2.18,122.5,134,14.45,79.54
2023/11/9,243.7970161,201.48,105.897,4347.35,2759.13,3.38,3978.142809,2.71,123,134,15.29,80.01
2023/11/10,244.5690826,180.98,105.81,4415.24,2759.13,3.38,3977.842277,2.71,123.25,133,14.17,81.43
2023/11/13,245.3177285,131.05,105.67,4411.55,2759.13,3.38,3977.532494,2.61,122,132,14.76,82.52
2023/11/14,246.0429539,148.23,104.077,4495.7,2759.13,3.38,3977.213459,2.69,122.5,130,14.16,82.47
2023/11/15,246.7447587,130.6,104.401,4502.88,2759.13,3.38,3976.885171,2.88,123.25,128,14.18,81.18
2023/11/16,247.423143,170.86,104.376,4508.24,2759.13,3.38,3976.547632,2.91,123.1,126,14.32,77.42
2023/11/17,248.0781066,149.48,103.822,4514.02,2759.13,3.38,3976.20084,2.62,123.25,123,13.8,80.61
2023/11/20,248.7096497,204.9,103.489,4547.38,2759.13,3.38,3975.844797,2.49,122.5,112,13.41,82.32
2023/11/21,249.3177723,96.48,103.609,4538.19,2759.13,3.38,3975.479501,2.63,122.3,110,13.35,82.45
2023/11/22,249.9024743,191.44,103.873,4556.62,2759.13,3.38,3975.104953,2.72,122.15,110,12.85,81.96
2023/11/23,250.4637557,175.45,103.761,4557.98,2759.13,3.38,3974.721154,2.72,122.15,112,12.8,81.42
2023/11/24,251.0016165,152.79,103.436,4559.34,2759.13,3.38,3974.328102,2.72,122,115,12.46,80.58
2023/11/27,251.5160568,166.35,103.216,4550.43,2759.13,3.38,3973.925799,2.74,127.5,130,12.69,79.98
2023/11/28,252.0070765,184.38,102.731,4554.89,2759.13,3.38,3973.514243,2.78,127.45,134,12.69,81.68
2023/11/29,252.4746756,88.78,102.862,4550.58,2759.13,3.38,3973.093435,2.7,127.85,137,12.98,83.1
2023/11/30,252.9188542,178.9,103.506,4567.8,2759.13,3.38,3972.663376,2.75,132.15,139,12.92,82.83
2023/12/1,257.1705948,94.81,103.195,4594.63,2679.22,3.32,3969.48108,2.63,133.5,140,12.63,78.88
2023/12/4,257.5013065,194.86,103.635,4569.78,2679.22,3.32,3969.08022,2.55,134.45,137,13.08,78.03
2023/12/5,257.7586282,89.69,103.947,4567.18,2679.22,3.32,3968.705887,2.72,134.15,137,12.85,77.2
2023/12/6,257.94256,131.24,104.178,4549.34,2679.22,3.32,3968.358079,2.76,140.45,137,12.97,74.3
2023/12/7,258.053102,194.16,103.648,4585.59,2679.22,3.32,3968.036798,2.52,148.75,137,13.06,74.05
2023/12/8,258.090254,153.52,103.998,4604.37,2679.22,3.32,3967.742042,2.57,151,136,12.35,75.84
2023/12/11,258.0540161,153.77,104.081,4622.44,2679.22,3.32,3967.473813,2.39,152.5,140,12.63,76.03
2023/12/12,257.9443883,167.42,103.812,4643.7,2679.22,3.32,3967.232109,2.37,146.25,138,12.07,73.24
2023/12/13,257.7613706,192.79,102.949,4707.09,2679.22,3.32,3967.016932,2.33,146.25,135,12.19,74.26
2023/12/14,257.504963,148.68,101.951,4719.55,2679.22,3.32,3966.828281,2.39,145.5,131,12.48,76.61
2023/12/15,257.1751655,169.26,102.594,4719.19,2679.22,3.32,3966.666155,2.44,145.25,126,12.28,76.55
2023/12/18,256.7719781,144.02,102.502,4740.56,2679.22,3.32,3966.530556,2.59,144.75,114,12.56,77.95
2023/12/19,256.2954008,187.76,102.123,4768.37,2679.22,3.32,3966.421483,2.44,145.25,108,12.53,79.23
2023/12/20,255.7454336,143.77,102.432,4698.35,2679.22,3.32,3966.338936,2.48,144.25,103,13.67,79.7
2023/12/21,255.1220764,114.02,101.747,4746.75,2679.22,3.32,3966.282914,2.48,145.25,98,13.65,79.39
2023/12/22,254.4253294,89.37,101.712,4754.63,2679.22,3.32,3966.253419,2.54,145.5,93,13.03,79.07
2023/12/25,253.6551924,136.4,101.703,4764.69,2679.22,3.32,3966.25045,2.52,145.5,84,13.03,80.07
2023/12/26,252.8116656,139.57,101.46,4774.75,2679.22,3.32,3966.274007,2.5,145.5,81,12.99,81.07
2023/12/27,251.8947488,180.18,100.944,4781.58,2679.22,3.32,3966.32409,2.63,146,80,12.43,79.65
2023/12/28,250.9044422,122.69,101.243,4783.35,2679.22,3.32,3966.400699,2.55,145.45,80,12.47,78.39
2023/12/29,249.8407456,221.28,101.378,4769.83,2679.22,3.32,3966.503834,2.58,146.4,81,12.45,77.04
2024/1/1,243.8450624,157.74,101.31,4756.33,2635.14,3.25,3969.167307,2.57,137.075,90,12.825,76.465
2024/1/2,242.6546628,131.12,102.226,4742.83,2635.14,3.25,3969.313024,2.56,127.75,93,13.2,75.89
2024/1/3,241.4511039,142.9,102.469,4704.81,2635.14,3.25,3969.453855,2.57,128.5,96,14.04,78.25
2024/1/4,240.2343856,180.69,102.425,4688.68,2635.14,3.25,3969.589803,2.83,130.9,99,14.13,77.59
2024/1/5,239.004508,167.49,102.44,4697.24,2635.14,3.25,3969.720865,2.75,131.55,102,13.35,78.76
2024/1/8,237.761471,106.63,102.29,4763.54,2635.14,3.25,3969.847042,2.72,132,107,13.08,76.12
2024/1/9,236.5052746,241.27,102.513,4756.5,2635.14,3.25,3969.968335,3.25,135.65,110,12.76,77.59
2024/1/10,235.2359189,118.1,102.353,4783.45,2635.14,3.25,3970.084742,3.25,133.5,112,12.69,76.8
2024/1/11,233.9534037,165.31,102.31,4780.24,2635.14,3.25,3970.196265,3.15,130.75,115,12.44,77.41
2024/1/12,232.6577293,210.59,102.44,4783.83,2635.14,3.25,3970.302903,13.2,130.85,116,12.7,78.29
2024/1/15,231.3488954,106.4,102.591,4774.905,2635.14,3.25,3970.404656,8.225,129.85,118,13.25,78.15
2024/1/16,230.0269022,193.39,103.336,4765.98,2635.14,3.25,3970.501525,3.25,129.5,119,13.84,78.29
2024/1/17,228.6917496,176.2,103.373,4739.21,2635.14,3.25,3970.593508,2.86,129.5,120,14.79,77.88
2024/1/18,227.3434377,167.49,103.406,4780.94,2635.14,3.25,3970.680607,2.88,128.9,121,14.13,79.1
2024/1/19,225.9819663,207.41,103.232,4839.81,2635.14,3.25,3970.76282,2.7,128,122,13.3,78.56
2024/1/22,224.6073356,186.62,103.33,4850.43,2635.14,3.25,3970.840149,2.35,127.45,120,13.19,80.06
2024/1/23,223.2195456,169.07,103.549,4864.6,2635.14,3.25,3970.912593,2.15,127.3,121,12.55,79.55
2024/1/24,221.8185962,159.14,103.258,4868.55,2635.14,3.25,3970.980153,2.45,127.2,123,13.14,80.04
2024/1/25,220.4044874,202.29,103.484,4894.16,2635.14,3.25,3971.042827,2.56,126.8,124,13.45,82.43
2024/1/26,218.9772192,141.32,103.474,4890.97,2635.14,3.25,3971.100616,2.36,127.1,127,13.26,83.55
2024/1/29,217.5367917,140.53,103.468,4927.93,2635.14,3.25,3971.153521,2.41,116.4,132,13.6,82.4
2024/1/30,216.0832048,206.28,103.397,4924.97,2635.14,3.25,3971.201541,2.26,119.55,135,13.31,82.87
2024/1/31,214.6164585,205.61,103.524,4845.65,2635.14,3.25,3971.244676,2.19,116.5,137,14.35,81.71
2024/2/1,210.2280464,147.5,103.063,4906.19,2839.58,3.57,3971.131968,2.15,116,139,13.88,78.7
2024/2/2,208.7955753,171.52,103.966,4958.61,2839.58,3.57,3971.168478,2.01,116.75,141,13.85,77.33
2024/2/5,207.3863011,125.88,104.456,4942.81,2839.58,3.57,3971.20199,2.12,119,146,13.67,77.99
2024/2/6,206.0002239,118.75,104.176,4954.23,2839.58,3.57,3971.232504,2.1,119,147,13.06,78.59
2024/2/7,204.6373437,100.38,104.05,4995.06,2839.58,3.57,3971.260021,1.94,120.5,147,12.83,79.21
2024/2/8,203.2976604,116.23,104.141,4997.91,2839.58,3.57,3971.28454,1.74,120.6,146,12.79,81.63
2024/2/9,201.9811741,194.53,104.08,5026.61,2839.58,3.57,3971.30606,1.74,120.6,144,12.93,82.19
2024/2/12,200.6878848,156.39,104.145,5021.84,2839.58,3.57,3971.324583,1.76,120,137,13.93,82
2024/2/13,199.4177924,187.86,104.865,4953.17,2839.58,3.57,3971.340108,1.61,120.5,134,15.85,82.77
2024/2/14,198.170897,135.81,104.725,5000.62,2839.58,3.57,3971.352636,1.51,119.75,133,14.38,81.6
2024/2/15,196.9471985,214.81,104.265,5029.73,2839.58,3.57,3971.362165,1.53,119.25,131,14.01,82.86
2024/2/16,195.7466971,160.93,104.277,5005.57,2839.58,3.57,3971.368696,1.55,119.25,130,14.24,83.47
2024/2/19,194.5693925,167.82,104.253,4990.54,2839.58,3.57,3971.37223,1.525,119.6,129,14.71,83.56
2024/2/20,193.415285,170.21,104.06,4975.51,2839.58,3.57,3971.372766,1.5,119.6,129,15.42,82.34
2024/2/21,192.2843744,193.75,103.986,4981.8,2839.58,3.57,3971.370304,1.58,119.4,129,15.34,83.03
2024/2/22,191.1766607,219.58,103.941,5087.03,2839.58,3.57,3971.364844,1.62,119.4,131,14.54,83.67
2024/2/23,190.0921441,167.07,103.974,5088.8,2839.58,3.57,3971.356386,1.52,119.4,133,13.75,81.62
2024/2/26,189.0308243,200.97,103.778,5069.53,2839.58,3.57,3971.34493,1.65,127.75,141,13.74,82.53
2024/2/27,187.9927016,166.86,103.812,5078.18,2839.58,3.57,3971.330476,1.52,129.2,143,13.43,83.65
2024/2/28,186.9777758,177.46,103.937,5069.76,2839.58,3.57,3971.313025,1.61,129.5,144,13.84,83.68
2024/2/29,185.986047,153.25,104.14,5096.27,2839.58,3.57,3971.292575,1.67,131,144,13.4,83.62
2024/3/1,182.0096792,155.18,103.885,5137.08,2672.61,3.29,3959.711996,1.47,132,144,13.11,83.55
2024/3/4,181.1053602,170.75,103.834,5130.95,2672.61,3.29,3959.843148,1.48,136,140,13.49,82.8
2024/3/5,180.2652542,83.46,103.783,5078.65,2672.61,3.29,3960.128899,1.51,137.45,139,14.46,82.04
2024/3/6,179.489361,108.02,103.367,5104.76,2672.61,3.29,3960.56925,1.67,136.75,137,14.5,82.96
2024/3/7,178.7776808,122.23,102.806,5157.36,2672.61,3.29,3961.1642,1.56,135.5,135,14.44,82.96
2024/3/8,178.1302135,183.72,102.74,5123.69,2672.61,3.29,3961.91375,1.54,134.4,134,14.74,82.08
2024/3/11,177.5469591,155.81,102.847,5117.94,2672.61,3.29,3962.817899,1.54,133,128,15.22,82.21
2024/3/12,177.0279175,199.55,102.935,5175.27,2672.61,3.29,3963.876647,1.57,130.65,127,13.84,81.92
2024/3/13,176.5730889,149.75,102.789,5165.31,2672.61,3.29,3965.089995,1.25,131.1,126,13.75,84.03
2024/3/14,176.1824732,187.15,103.362,5150.48,2672.61,3.29,3966.457942,1.26,131.5,126,14.4,85.42
2024/3/15,175.8560705,138.02,103.439,5117.09,2672.61,3.29,3967.980489,1.38,131,127,14.41,85.34
2024/3/18,175.5938806,147.65,103.581,5149.42,2672.61,3.29,3969.657635,1.54,129.75,133,14.33,86.89
2024/3/19,175.3959036,183.3,103.809,5178.51,2672.61,3.29,3971.48938,1.55,129.4,133,13.82,87.38
2024/3/20,175.2621395,116.03,103.411,5224.62,2672.61,3.29,3973.475725,1.58,128.9,133,13.04,85.95
2024/3/21,175.1925884,130.51,103.996,5241.53,2672.61,3.29,3975.616669,1.55,128.25,133,12.92,85.78
2024/3/22,175.1872501,125,104.423,5234.18,2672.61,3.29,3977.912212,1.5,127.7,133,13.06,85.43
2024/3/25,175.2461248,187.99,104.237,5218.19,2672.61,3.29,3980.362355,1.46,128.95,129,13.19,86.75
2024/3/26,175.3692124,165.63,104.297,5203.58,2672.61,3.29,3982.967098,1.48,128.9,128,13.24,86.25
2024/3/27,175.5565128,126.74,104.296,5248.49,2672.61,3.29,3985.726439,1.43,129,127,12.78,86.09
2024/3/28,175.8080262,99.63,104.535,5254.35,2672.61,3.29,3988.64038,1.54,129.1,126,13.01,87.48
2024/3/29,176.1237525,126.19,104.505,5249.06,2672.61,3.29,3991.70892,1.59,130.55,125,13.01,87.45
2024/4/1,180.1364497,123.22,104.962,5243.77,2743.75,3.39,4015.887456,1.64,132,124,13.65,87.42
2024/4/2,180.5491494,197.96,104.746,5205.81,2743.75,3.39,4019.083763,1.65,132.25,124,14.61,88.92
2024/4/3,180.9788833,181.87,104.259,5211.49,2743.75,3.39,4022.162522,1.86,129.65,124,14.33,89.35
2024/4/4,181.4256514,160.98,104.216,5147.21,2743.75,3.39,4025.123731,1.78,128.2,124,16.35,90.65
2024/4/5,181.8894537,142.05,104.292,5204.34,2743.75,3.39,4027.967393,1.58,129.1,125,16.03,91.17
